Price,Bedrooms,Space,Room,Lot,Tax,Bathroom,Garage,Condition
259000,3,1870,4,5909,1,3,0,3
866059,5,3130,2,4797,2,5,0,3
473000,2,900,5,5100,1,2,0,4
405000,3,1880,2,7400,1,3,0,3
870000,4,3010,4,4887,2,4,3,4
475000,3,2280,5,5750,1,3,1,4
499500,3,2970,6,21907,2,3,0,3
386000,2,1620,7,3196,2,2,0,3
458000,4,1550,2,3000,1.5,4,0,3
550000,3,2240,6,78225,2,3,0,5
605500,3,2830,8,6536,2,3,0,3
421000,3,2890,9,21780,2,3,0,3
536000,4,1990,2,5948,2,4,0,3
247200,3,1370,4,8719,1,3,0,3
250000,2,1088,5,1360,2,2,0,3
204950,4,1740,3,9344,1,4,0,3
430000,3,1730,1,9000,1,3,0,3
250000,4,1800,3,8100,2,4,0,3
260000,3,1440,4,12888,1,3,2,3
547000,4,1720,2,2800,1.5,4,0,4
379900,5,2800,5,7350,2,5,0,3
738500,3,2300,2,6009,1,3,0,3
545000,4,2030,4,11585,1,4,0,4
342000,2,740,5,6180,1,2,0,3
4668000,5,9640,6,13068,1,5,4,3
170000,4,1920,7,13787,1,4,0,4
616000,4,2490,2,12929,2,4,0,3
640000,3,1380,6,4800,1,3,0,3
332000,3,1530,8,9406,1,3,0,3
1010000,3,2420,9,1923,2,3,2,3
380000,4,2150,2,37647,2,4,0,3
415000,4,1610,4,9600,1,4,0,5
1008000,4,2650,5,3060,2,4,0,3
669000,4,2700,3,35362,2,4,0,5
260000,3,1270,1,20700,1,3,0,2
854000,4,3150,3,38865,1,4,0,3
605000,3,2010,4,10760,2,3,0,3
320000,3,860,2,5060,1.5,3,0,3
229950,3,1410,5,7466,1,3,0,3
255000,3,1700,2,7532,1,3,0,3
1170000,4,2570,4,6251,2,4,0,3
479000,2,1230,5,932,2,2,0,3
1200000,4,4170,6,9748,2,4,0,3
472000,3,1180,7,1262,3,3,0,3
198000,3,1430,2,7347,1,3,0,3
440000,4,1450,6,8400,1.5,4,0,4
506000,3,2180,8,7700,1,3,0,3
382500,4,2210,9,7079,2,4,0,3
269500,2,1480,2,7276,1,2,0,4
560000,3,2340,4,3477,1,3,1,5
840000,4,3860,5,18334,2,4,0,3
479500,3,2300,3,4637,2,3,0,3
402000,3,1450,1,7375,1,3,0,3
549000,2,1380,3,953,3,2,0,3
449950,4,2470,4,3811,2,4,0,3
493000,4,2030,2,18295,1.5,4,0,4
142500,4,1440,5,13300,1,4,0,3
250000,3,1160,2,6134,1,3,0,3
729000,3,1580,4,3840,2,3,0,3
465000,2,1430,5,1425,2,2,0,3
465000,2,1494,6,19271,2,2,4,3
280000,4,1930,7,7207,1,4,0,4
675000,6,2740,2,6360,1,6,3,3
667500,3,1880,6,3800,1,3,0,5
809000,3,2590,8,7720,2,3,0,3
400000,3,2140,9,11266,2,3,0,3
310000,4,1870,2,6000,1.5,4,0,3
435000,2,1230,4,3800,1,2,0,3
465950,4,2340,5,6896,2,4,0,3
1538000,3,2880,3,7599,1,3,2,3
253000,3,880,1,6600,1,3,0,5
330000,3,3040,3,7232,2,3,0,3
554000,4,1120,4,7104,1.5,4,0,3
350000,3,1380,2,3600,3,3,0,3
294999,4,1660,5,9760,2,4,0,3
1185001,3,2500,2,5568,2,3,0,5
752000,4,2940,4,10382,2,4,0,4
451000,4,1670,5,3315,2,4,0,3
725000,4,2630,6,7505,2,4,0,3
345000,4,2250,7,7412,1,4,0,4
206000,3,1320,2,7000,1,3,0,4
2027000,4,4100,6,22798,1.5,4,3,5
2475000,3,4340,8,4947,2,3,3,3
1728000,4,3700,9,20570,1,4,0,4
580000,5,2700,2,10875,1,5,0,4
430000,3,980,4,7200,1,3,0,4
720000,4,2650,5,11520,2,4,0,3
824000,7,3670,3,4000,2,7,1,3
936000,3,2960,1,12420,1,3,2,4
535000,4,3070,3,7201,2,4,0,3
286800,3,1413,4,3600,2,3,0,3
350000,2,1260,2,1347,3,2,0,3
345000,3,1680,5,2229,2,3,0,3
435000,3,1230,2,1238,2,3,0,3
1555000,3,4360,4,6240,2,3,3,3
1325000,4,4420,5,16526,2,4,0,3
461000,3,2770,6,6278,2,3,0,3
770000,3,2910,7,10204,2,3,0,3
1384000,4,4290,2,12103,1,4,3,3
330000,3,1600,6,26977,2,3,0,3
322500,4,1820,8,6753,2,4,0,3
1600000,6,6050,9,230652,2,6,3,3
475000,3,1700,2,8432,1,3,0,3
250275,2,790,4,11234,1,2,0,4
274500,3,1720,5,9000,1,3,0,4
284950,3,990,3,10723,1,3,0,5
264950,4,1770,1,9011,1,4,0,5
242000,3,1260,3,8092,1,3,0,3
913000,4,3640,4,10576,2,4,0,3
555000,3,2040,2,6000,1,3,0,5
711000,4,1980,5,10800,1,4,0,5
403500,5,3600,2,17300,1,5,0,4
975000,4,4270,4,43386,1,4,0,3
253779,4,2030,5,9600,1.5,4,0,3
384400,3,1689,6,1388,3,3,0,3
646000,5,2870,7,4461,1,5,0,3
415000,3,1270,2,4800,1,3,0,3
764000,4,2790,6,7938,2,4,0,3
507000,5,3850,8,16249,2,5,2,3
545500,3,1560,9,9361,1.5,3,0,4
450000,3,1180,2,4080,1,3,0,4
264000,4,1820,4,8118,1,4,0,4
650000,5,1260,5,4500,1.5,5,0,3
365000,3,2640,3,6715,2,3,0,3
343566,2,1100,1,4200,1,2,0,3
375000,3,1950,3,6871,2,3,0,3
295000,3,1380,4,8682,1,3,0,4
325000,3,2200,2,7000,1,3,0,4
265000,4,2050,5,7100,1,4,0,3
562000,5,2795,2,15101,2,5,0,3
540000,4,2050,4,34222,2,4,0,4
4489000,4,6430,5,27517,2,4,0,3
279950,5,2150,6,7171,1,5,0,4
540000,3,1970,7,8200,1,3,0,5
310000,4,2660,2,12672,1,4,0,4
190000,1,720,6,4800,1,1,0,3
440000,4,2410,8,4780,2,4,0,3
1400000,3,2020,9,5500,1.5,3,3,3
230000,2,1080,2,9435,1,2,0,3
455000,3,1180,4,14292,1,3,0,3
175000,2,660,5,5000,1,2,0,3
650000,3,2920,3,9370,1,3,0,4
3000000,4,4850,1,12445,2,4,4,5
192500,3,1080,3,8580,1.5,3,0,3
239950,3,1670,4,6900,1,3,0,3
175000,6,1370,2,5080,1.5,6,0,3
850000,5,3450,5,28324,1,5,0,5
410000,4,1970,2,10500,1,4,0,3
570000,4,2290,4,6738,2,4,0,3
469000,5,2240,5,7543,1,5,0,3
559000,2,1240,6,6400,1,2,1,4
739888,3,2420,7,43177,2,3,4,4
568450,5,3260,2,58806,2,5,0,4
240000,2,670,6,10920,1,2,0,3
574950,5,3160,8,10000,2,5,0,4
180000,3,1990,9,6350,2,3,0,3
1160000,4,4680,2,9700,2,4,0,3
300000,3,1700,4,3575,2,3,0,3
630000,4,2807,5,9430,2,4,0,3
507000,4,1770,3,9375,1,4,0,4
287500,4,2570,1,9000,1,4,0,4
688000,3,3450,3,16200,2,3,0,3
424000,3,1670,4,7700,1,3,0,3
400000,3,1050,2,6150,1.5,3,0,4
620000,4,1910,5,7683,2,4,0,3
300000,3,910,2,7700,1,3,0,4
615000,5,2480,4,12070,2,5,0,3
206000,2,1820,5,8867,2,2,0,3
515500,4,2920,6,7700,2,4,0,3
554000,5,1870,7,11411,1,5,0,4
825000,4,3810,2,9792,2,4,0,3
855000,4,2190,6,4080,2,4,0,3
315000,3,1730,8,6368,2,3,0,3
299000,5,2220,9,9360,1,5,0,4
650000,3,1320,2,8114,1,3,0,3
465000,3,1510,4,4800,1,3,2,3
535000,3,2120,5,4080,2,3,0,3
564000,2,1690,3,4500,1,2,0,3
515000,3,1360,1,1419,2,3,0,3
580000,4,3250,3,5000,2,4,0,3
309000,3,1490,4,1294,2,3,0,3
536751,3,1930,2,6360,1,3,0,3
415000,4,2020,5,5501,2,4,0,3
267000,3,1584,2,2800,2,3,0,3
820000,4,3170,4,8523,2,4,0,3
1399950,4,3870,5,10046,2,4,0,3
485000,2,1430,6,923,3,2,0,3
482000,3,1380,7,1120,3,3,0,3
535000,4,2610,2,4595,2,4,0,3
690000,3,1540,6,1428,3,3,0,3
576000,3,1940,8,9000,1,3,0,4
378750,3,2160,9,3000,1.5,3,0,3
269900,4,1530,2,8750,1.5,4,0,4
210000,3,1440,4,7210,1,3,0,3
429900,4,2640,5,8625,2,4,0,3
1525000,4,3620,3,5131,2,4,3,4
360000,4,2850,1,4650,2,4,0,3
405000,2,1260,3,4377,1,2,0,4
450000,3,1610,4,11200,1,3,0,3
703000,3,1360,2,5980,1.5,3,0,3
661000,4,2496,5,8058,2,4,0,3
580000,4,2160,2,9593,1,4,0,3
464000,3,1320,4,3625,2,3,0,3
945000,2,2540,5,7089,2,2,0,3
659500,4,2620,6,18362,1,4,0,4
200000,3,1140,7,8340,1,3,0,3
280000,3,1790,2,42399,1,3,0,4
1325000,4,2440,6,3600,2.5,4,0,4
346150,3,2140,8,7200,1,3,0,4
197500,3,1330,9,5412,2,3,0,5
799000,4,2590,2,7910,2,4,0,3
1309500,4,4750,4,13912,2,4,2,3
350000,2,1620,5,9205,1,2,0,5
720000,4,2440,3,34290,2,4,0,3
519000,3,2020,1,10744,1,3,0,5
590300,3,1470,3,7200,2,3,0,4
2200000,5,5990,4,10450,2,5,4,3
410000,6,2520,2,9324,1,6,0,4
437000,2,1440,5,4225,1,2,0,3
221000,3,1640,2,7350,1,3,0,3
380000,4,2150,4,20181,1,4,0,3
506000,2,1570,5,8210,1,2,0,4
395000,4,1980,6,10350,1,4,0,4
285000,3,1210,7,4731,1.5,3,0,3
311000,3,1900,2,3000,1.5,3,0,5
520000,3,1940,6,219527,1,3,0,3
435000,3,1310,8,8065,1,3,0,4
120000,2,990,9,39964,1,2,0,2
1440000,3,3870,2,3819,2,3,0,3
186000,3,1340,4,4320,1,3,0,3
756000,4,2160,5,5600,1,4,0,5
248000,4,2080,3,13510,1,4,0,3
287000,3,1300,1,11374,1.5,3,0,5
510000,4,2610,3,8031,2,4,0,3
249000,3,1050,4,8498,1,3,0,4
340000,3,2480,2,6112,2,3,0,3
399888,4,1820,5,8255,1.5,4,0,4
440000,3,1170,2,8740,1,3,0,4
899000,4,2370,4,6000,1,4,2,3
540500,5,3090,5,7415,2,5,0,3
385000,3,2310,6,11200,1,3,0,4
558000,4,2060,7,10358,1,4,0,4
600000,3,2540,2,237402,1,3,0,3
450000,4,2400,6,7693,2,4,0,3
232500,3,1320,8,8450,1,3,0,3
436000,2,790,9,6600,1,2,0,3
240000,4,1790,2,14690,1,4,1,4
489950,3,1820,4,7326,2,3,0,3
680000,6,1670,5,3000,1,6,0,5
1068000,5,3990,3,9938,2,5,0,3
352450,3,1430,1,6000,1,3,0,5
335000,4,2030,3,103672,1,4,0,4
549000,4,1290,4,3060,2,4,0,4
1240000,4,3820,2,13224,2,4,0,3
618250,4,2520,5,3360,1.5,4,0,4
1815000,5,3880,2,13000,2,5,0,3
850000,2,1590,4,5136,1.5,2,3,3
930000,5,3530,5,9385,1.5,5,0,3
505000,3,1610,6,4611,2,3,0,3
925000,4,3280,7,209088,2,4,0,3
275000,3,1860,2,15681,1,3,0,4
499000,3,1840,6,5000,1,3,0,4
507000,3,2120,8,7201,2,3,0,3
619850,4,2270,9,9247,1,4,0,5
500000,3,2840,2,48716,1,3,3,3
310000,4,1220,4,9600,1,4,0,3
646000,4,2310,5,4079,2,4,0,3
265000,3,1840,3,7300,1,3,0,3
475000,3,950,1,1110,2,3,0,3
600000,4,3070,3,8400,2,4,0,4
470000,3,1730,4,38884,1,3,0,3
319950,2,920,2,8341,1,2,0,3
712000,3,3200,5,6699,2,3,0,3
775000,4,3010,2,15992,2,4,0,3
390000,3,1600,4,10240,1,3,0,3
585000,4,2840,5,11044,2,4,0,3
1027000,3,2430,6,10500,2,3,1,3
232603,3,1750,7,11461,2,3,0,4
543000,3,1240,2,949,3,3,0,3
607500,3,1530,6,1612,3,3,0,3
750000,3,3390,8,10078,2,3,0,3
728050,3,2320,9,6775,1,3,0,3
734990,4,2650,2,6884,2,4,0,3
330000,3,2238,4,7209,2,3,0,3
605000,4,2620,5,7553,2,4,0,3
441000,3,1910,3,7280,1,3,0,3
650000,4,3040,1,6587,2,4,0,3
1950000,7,4640,3,15235,2,7,1,3
395000,3,1500,4,4000,1,3,0,3
245000,1,380,2,15000,1,1,0,3
905000,4,2970,5,14486,2,4,0,3
660000,4,3030,2,9273,2,4,0,5
378000,4,1890,4,12236,1,4,0,3
600000,2,1040,5,3600,1,2,0,4
632500,4,2090,6,10306,2,4,0,3
210000,2,1680,7,5756,2,2,0,4
754800,2,2770,2,7781,2,2,0,3
175000,2,1020,6,5130,1,2,0,4
455000,3,1470,8,4653,2,3,0,4
450000,3,1430,9,3480,1,3,0,3
790000,4,2050,2,10920,1,4,3,3
480000,4,2080,4,5500,1,4,0,3
850000,3,2870,5,8170,2,3,0,3
725000,4,3940,3,27591,2,4,3,3
380000,3,1520,1,4288,1,3,0,3
979000,3,1700,3,14133,1,3,1,4
359950,3,1940,4,11612,1,3,0,4
665900,4,2870,2,5453,2,4,1,4
812000,3,3240,5,8338,2,3,0,3
203000,3,1150,2,7156,1,3,0,4
456000,3,1440,4,28516,1,3,0,4
547000,5,2200,5,4080,1.5,5,0,5
280000,3,1470,6,8089,1,3,0,3
640000,2,1760,7,4400,1,2,0,4
477000,3,1780,2,8085,1,3,0,3
455000,4,2450,6,21000,1,4,2,4
587206,3,1890,8,1710,2,3,0,3
425000,3,2540,9,5612,2,3,0,3
511500,4,1360,2,6000,1.5,4,0,3
218000,2,1310,4,2841,2,2,0,3
332000,3,1510,5,7884,1,3,0,3
291000,3,1860,3,60960,1,3,0,4
279000,4,2200,1,7700,1,4,0,3
950000,4,3360,3,11548,2,4,0,3
970500,3,2470,4,10125,2,3,0,3
412000,2,1260,2,3960,1,2,0,3
400000,3,1430,5,10005,1.5,3,0,4
200000,3,1230,2,7420,1.5,3,0,5
397000,4,2320,4,11717,2,4,0,3
715000,4,3290,5,6628,2,4,0,3
371000,4,2550,6,4770,2,4,0,3
458000,3,1870,7,5013,2,3,0,3
436500,5,3110,2,12429,1,5,0,3
329950,3,1820,6,8085,2,3,0,3
950000,3,3050,8,18892,1,3,4,4
282000,4,1890,9,6302,2,4,0,3
250000,1,800,2,16306,1,1,0,2
1135000,6,6900,4,244716,2,6,0,4
400000,4,2670,5,189486,2,4,4,3
681500,5,3260,3,11700,1,5,0,3
200000,2,860,1,6600,1,2,0,5
1300000,5,3366,3,7800,2.5,5,2,3
1462497,5,3840,4,4800,3,5,3,3
995000,4,3850,2,13551,2,4,2,3
355000,4,2040,5,8265,2,4,0,3
425000,3,1790,2,10209,1,3,0,3
869000,4,3740,4,30884,2,4,0,3
915000,3,2660,5,4000,2,3,0,3
2110000,3,3230,6,17833,2,3,0,4
925000,4,3140,7,10437,1,4,0,4
2400000,6,5480,2,10800,2,6,3,4
390000,3,1160,6,3750,1.5,3,0,3
330000,3,1860,8,11227,2,3,0,3
482500,4,1630,9,7626,1,4,0,5
525000,3,1750,2,1879,3,3,0,3
237000,3,1300,4,8160,1,3,0,4
205000,3,960,5,7314,1,3,0,5
623000,3,1850,3,7777,2,3,0,5
565000,4,3260,1,4900,2,4,0,3
400000,4,2420,3,7927,1,4,0,4
405000,3,1460,4,10000,1.5,3,0,3
337000,4,2240,2,8504,2,4,0,3
355000,2,1240,5,27042,1,2,1,3
885000,3,2060,2,9552,1,3,0,4
420000,5,2280,4,10319,1,5,0,3
448000,4,2510,5,6853,2,4,2,3
800000,4,3150,6,7035,2,4,0,3
830000,5,2780,7,10192,2,5,0,4
725000,6,2380,2,4080,2,6,0,3
780000,3,2140,6,3000,2,3,0,3
325000,2,840,8,4239,1,2,0,3
488800,4,2170,9,9665,1,4,0,4
1320000,4,4410,2,36200,2,4,0,3
489000,4,2120,4,11479,1,4,0,4
1240000,7,6630,5,13782,2,7,0,3
595000,3,3290,3,22649,2,3,0,4
359900,5,2290,1,7420,1,5,0,3
1080000,3,4910,3,43560,2,3,0,4
925000,4,3730,4,8014,2,4,0,3
625000,3,2440,2,4800,2,3,0,3
339990,3,2570,5,4600,2,3,0,3
775950,4,2970,2,4400,2,4,0,3
420000,5,2630,4,3149,2,5,0,3
654000,3,1530,5,1565,2,3,0,3
725000,3,3690,6,8837,2,3,0,3
375000,2,1230,7,1820,2,2,0,4
1100000,3,2200,2,20000,1,3,1,3
639500,4,2330,6,8994,2,4,0,3
849000,4,2160,8,6300,1.5,4,1,4
418000,4,1550,9,9176,1,4,0,3
442900,4,1780,2,2788,1,4,0,4
750000,3,2610,4,5544,1.5,3,0,3
930000,3,3290,5,6830,2,3,0,3
565000,2,1330,3,6000,1,2,0,4
874150,4,3530,1,14406,2,4,1,3
545000,4,2090,3,6023,2,4,0,3
500000,4,2040,4,8400,1,4,0,3
687000,4,2370,2,10083,2,4,0,5
810000,4,2810,5,10613,2,4,0,3
439500,3,2050,2,40003,1,3,0,4
802000,3,2870,4,5000,1.5,3,0,4
732600,4,2130,5,7300,1,4,0,4
374000,4,2580,6,6260,2,4,0,3
330000,4,2380,7,13550,2,4,0,3
365000,4,1940,2,25600,1,4,0,1
290900,2,1610,6,17600,2,2,0,3
577000,3,2060,8,5750,1,3,0,3
280000,2,1010,9,3000,1,2,0,4
675000,4,2810,2,11120,2,4,0,3
800000,3,2380,4,11824,1,3,0,4
299995,2,1060,5,7200,1,2,0,4
440000,3,1560,3,7207,1,3,0,3
249500,2,1500,1,8645,1,2,0,4
690000,2,970,3,4560,1,2,0,4
235000,3,1170,4,11100,1,3,0,4
320000,3,2280,2,7417,2,3,0,3
350000,7,2800,5,9569,1,7,2,3
334000,4,1150,2,9360,1.5,4,0,3
235000,6,2180,4,7956,2,6,0,3
442000,4,2520,5,7253,2,4,0,3
264000,3,1760,6,7482,1,3,0,4
275000,2,1180,7,6552,1,2,0,4
430000,2,950,2,4625,1,2,0,4
550000,3,1900,6,3255,2,3,0,3
775000,4,2300,8,6158,2,4,0,3
603500,6,2660,9,8400,1,6,0,5
230000,3,1530,2,389126,1.5,3,0,4
449000,4,1850,4,5040,1,4,0,3
2075000,4,4230,5,20377,2,4,0,3
420000,3,1200,3,5029,1,3,0,3
735000,4,2270,1,5102,1,4,0,5
200000,3,1090,3,9600,1,3,0,4
286000,3,1100,4,750,2,3,0,3
579000,3,1640,2,1269,3,3,0,3
345100,3,1950,5,8625,1,3,0,3
350000,3,1660,2,10150,1.5,3,0,3
291500,3,880,4,9238,1.5,3,0,5
649950,3,1500,5,1375,2,3,0,3
458500,3,1890,6,1599,2,3,0,3
500000,3,1150,7,5100,2,3,0,3
362300,3,2430,2,15264,2,3,0,3
324000,4,2110,6,7208,1,4,0,3
495000,3,2950,8,12196,2,3,0,4
233500,3,1650,9,2958,2,3,0,3
479000,3,2110,2,11319,2,3,0,4
322200,4,2010,4,19000,2,4,0,4
835000,4,3030,5,29163,2,4,0,3
347000,3,1270,3,8400,1,3,0,3
725000,3,1610,1,8613,1,3,0,5
345000,3,1140,3,4200,2,3,0,4
345950,3,2110,4,4118,2,3,0,3
550000,3,1840,2,8086,1,3,0,4
399950,3,1560,5,5223,1,3,0,4
269500,3,1840,2,7412,1,3,0,4
494000,4,1830,4,7345,1,4,0,4
453000,4,2120,5,7420,1,4,0,4
442500,3,1600,6,10280,1,3,0,3
235000,4,1450,7,8891,1.5,4,0,3
389800,3,1880,2,12821,1,3,0,3
346000,3,1270,6,8100,1,3,0,3
360000,4,1720,8,6417,1,4,0,3
650000,4,2400,9,7351,2,4,0,3
290000,3,1150,2,8145,1,3,0,4
234000,2,870,4,11100,1,2,0,3
260000,4,2000,5,37045,2,4,0,3
349900,3,2420,3,38781,1,3,0,5
275000,3,1080,1,6000,1,3,0,4
725000,4,3420,3,30410,2,4,0,3
375000,4,1870,4,7471,2,4,0,3
806000,4,2500,2,206474,1,4,0,3
470000,3,2150,5,8221,2,3,0,3
490000,3,1470,2,2500,2,3,0,3
615000,5,2130,4,4180,1.5,5,0,5
249000,3,1000,5,19204,1,3,0,3
396500,3,2390,6,7149,1,3,0,3
405000,2,860,7,2599,1,2,0,4
560000,3,1960,2,12476,2,3,0,4
459950,4,2000,6,6107,2,4,0,3
265000,3,1620,8,9450,1.5,3,0,3
502000,6,2890,9,8122,1,6,0,3
430000,3,1300,2,12731,1,3,0,3
525000,2,1080,4,3500,1,2,3,3
415000,4,2170,5,8518,1,4,3,3
600000,3,2260,3,10153,2,3,0,3
225000,3,1580,1,8820,1,3,0,4
300000,4,2620,3,4469,2,4,0,3
491234,4,1540,4,1860,2,4,0,3
1580000,4,4570,2,74487,2,4,4,5
905000,4,3440,5,7661,2,4,0,3
199950,5,1740,2,8750,1,5,0,4
450000,4,2160,4,4333,1,4,0,4
899000,3,1480,5,6978,2,3,0,4
649000,2,2260,6,280962,2,2,2,3
780000,4,3910,7,59863,2,4,0,4
400000,4,1700,2,20283,1.5,4,0,3
831500,5,4470,6,35124,2.5,5,0,3
471001,3,1800,8,6000,1,3,0,5
385000,3,1630,9,1677,3,3,0,3
326000,3,1030,2,9834,1,3,0,3
335000,1,720,4,5100,1,1,0,3
320000,4,1890,5,43560,1,4,0,4
300000,4,1840,3,5550,2,4,0,3
269950,4,2540,1,8400,2,4,0,5
1220000,4,3520,3,3944,1.5,4,0,5
590000,4,3220,4,7875,1.5,4,0,4
750000,3,1820,2,5000,1.5,3,0,4
239950,3,1230,5,9600,1,3,0,4
215000,3,1340,2,8505,1,3,0,3
165000,3,1200,4,13100,1,3,0,3
261350,3,1390,5,18200,1,3,0,4
569000,4,1730,6,3884,1,4,0,5
425000,3,1580,7,39189,1,3,0,3
800000,4,3520,2,4895,1,4,0,3
715000,4,2650,6,30500,1,4,0,4
337000,3,1310,8,12750,1,3,0,3
560000,4,2300,9,7989,2,4,0,3
449500,3,1780,2,7280,1,3,2,3
660000,3,1980,4,2850,3,3,0,3
685000,2,1300,5,1676,1,2,2,3
905000,5,3500,3,10155,2,5,0,3
403500,3,1830,1,8004,1,3,0,3
405000,3,1520,3,1245,3,3,0,3
385000,4,2700,4,37011,2,4,0,3
1700000,3,2810,2,18731,2,3,4,4
285000,3,1660,5,6263,2,3,0,3
249900,3,1310,2,6738,1,3,0,4
633634,4,2960,4,6000,2,4,0,3
329900,3,2242,5,4995,2,3,0,3
310000,3,2540,6,4775,2,3,0,3
345000,3,1420,7,1192,2,3,0,3
160797,3,1270,2,2356,2,3,0,3
562500,3,1300,6,907,2,3,0,3
664950,5,3190,8,7081,1,5,2,3
515000,5,2910,9,5027,2,5,0,3
497000,3,1630,2,3817,2,3,0,3
312891,5,2300,4,8214,2,5,0,3
670000,3,3310,5,5300,2,3,2,3
362500,2,940,3,1768,2,2,0,3
402101,2,1020,1,1350,2,2,0,3
438000,3,1520,3,6380,1,3,0,3
687500,4,2330,4,5000,1.5,4,0,4
160000,3,1010,2,9600,1,3,0,4
415000,3,1070,5,8000,1,3,0,3
405000,3,3170,2,12750,2,3,0,3
880000,4,3030,4,3841,3,4,0,3
585000,3,2270,5,100545,2,3,0,3
640000,4,2341,6,9594,2,4,0,3
819000,3,2130,7,6150,2,3,2,5
520000,3,2300,2,35722,1,3,0,3
367500,3,1660,6,11783,1,3,0,4
762500,4,2610,8,8760,1,4,0,4
300000,3,2150,9,7007,1,3,0,3
625000,3,2410,2,64073,1,3,0,4
530000,2,1580,4,3680,1,2,2,3
379000,3,1740,5,30886,2,3,0,3
615000,2,1270,3,5000,1,2,0,3
660000,2,2550,1,6000,2,2,0,5
380000,3,1860,3,15559,2,3,0,4
314900,4,2700,4,27072,1,4,0,3
324950,3,1460,2,8710,1,3,0,3
225000,3,1330,5,13102,1,3,0,3
535000,3,2070,2,4132,2,3,0,3
348500,3,1360,4,10726,1,3,0,4
725000,4,2650,5,18295,2,4,0,3
925000,4,3580,6,35261,1.5,4,0,3
549000,2,2034,7,13392,1,2,4,5
400000,3,1230,2,11413,1,3,0,3
620000,4,2450,6,55387,2,4,0,3
665000,6,2840,8,8346,1,6,0,5
1215000,4,3820,9,53574,1,4,0,3
1157400,3,2740,2,5925,2,3,2,3
349950,4,2090,4,5289,2,4,0,3
2466350,5,6390,5,13180,2,5,0,3
339000,4,2470,3,5080,1.5,4,0,3
615000,3,1720,1,4080,1,3,0,4
751000,4,3090,3,9571,2,4,0,3
941000,4,2320,4,3825,1.5,4,0,5
600000,4,1740,2,7700,1,4,0,5
455000,4,2950,5,4502,2,4,0,3
1295648,0,4810,2,28008,2,0,0,3
485000,3,1500,4,5412,1,3,0,5
358000,3,1810,5,100188,1,3,0,5
339000,3,1100,6,4128,1,3,0,4
258000,3,1490,7,7435,1,3,0,3
455000,2,1200,2,1259,2,2,0,3
437000,4,1890,6,8505,1,4,0,3
689000,3,2200,8,9840,1,3,0,5
319000,4,2510,9,7992,1,4,0,3
510000,3,1420,2,1309,3,3,0,3
440000,3,2000,4,9900,1,3,2,4
1010000,2,1460,5,9052,1,2,2,5
875000,4,3220,3,22588,2,4,0,3
304000,4,1310,1,8454,1,4,0,4
139000,2,690,3,5280,1,2,0,4
464500,3,1150,4,10466,1,3,0,5
336500,3,1480,2,7284,1,3,0,3
230000,4,1850,5,6000,1,4,0,4
425000,3,1930,2,4500,2,3,0,3
300000,2,750,4,5120,1,2,0,4
457500,3,1430,5,2003,2,3,0,3
366000,3,1840,6,11440,1,3,0,4
502000,3,1300,7,14350,1,3,0,3
194000,3,1050,2,7577,1,3,0,3
305000,4,2210,6,9371,2,4,0,4
1250000,4,3220,8,15600,1,4,0,5
575000,4,4620,9,20793,2,4,0,4
343500,4,1760,2,6204,1,4,2,4
325000,3,850,4,6906,1,3,0,3
600000,4,4690,5,14930,2,4,2,3
850000,4,3920,3,37122,2,4,0,3
420000,3,2140,1,3821,2,3,0,3
257500,2,1180,3,9265,1,2,0,3
317000,5,2360,4,11375,1,5,0,4
970000,3,3060,2,9950,1.5,3,2,4
252000,3,1670,5,7881,1,3,0,4
683500,3,1820,2,5756,1.5,3,0,3
289000,3,1970,4,9607,2,3,0,3
355000,2,930,5,747,2,2,0,3
675000,3,2300,6,5611,1,3,0,3
396500,3,2590,7,18980,1,3,0,4
362500,4,1450,2,8450,1,4,0,3
395000,4,1540,6,5120,1,4,0,5
599000,5,2730,8,22572,1,5,0,3
218000,3,880,9,18205,1,3,0,4
589950,4,3190,2,8195,2,4,0,3
218000,3,1330,4,7600,1,3,0,4
360000,3,1500,5,7200,1,3,0,3
350000,2,740,3,7680,1,2,0,4
350000,4,2560,1,5606,2,4,0,3
845000,3,2540,3,4750,1.5,3,0,5
839000,3,3200,4,203425,1,3,0,3
850000,4,3330,2,4000,1,4,0,3
329950,2,900,5,5220,1,2,0,4
425000,4,1600,2,6180,1.5,4,0,3
210000,2,970,4,5500,1,2,0,3
631500,2,1130,5,2640,1,2,0,4
295000,2,650,6,5400,1,2,0,3
575000,3,2400,7,5000,1.5,3,0,4
415000,3,2280,2,6031,2,3,0,3
859000,4,3550,6,13900,1,4,0,3
639888,4,2050,8,2772,2,4,0,3
329445,2,830,9,1119,2,2,0,3
745641,4,2440,2,4850,2,4,0,3
395000,3,1600,4,1936,2,3,0,3
790000,4,3190,5,31450,2,4,0,3
890000,4,2550,3,4000,2,4,0,3
400000,3,2180,1,7508,1,3,0,4
365500,3,1410,3,9600,1,3,0,4
245000,3,1410,4,5760,1,3,0,3
390000,4,2340,2,8548,2,4,0,3
196500,3,1320,5,9000,1,3,0,3
1200000,4,3990,2,13470,2,4,0,3
276900,3,1270,4,7566,1,3,0,4
995000,3,4380,5,47044,2,3,3,3
2300000,4,4250,6,8570,2,4,0,3
505000,3,1860,7,8060,2,3,0,4
1229000,4,3770,2,37034,2,4,0,3
352000,4,1530,6,8890,1,4,0,3
597326,4,3570,8,8250,2,4,0,3
